synthetic_image_path,synthetic_label_path,output_image_hash,output_label_hash,base_image_path,base_image_hash,base_source_group_id,pasted_object_count,retained_base_object_count,class_ids_present,total_object_count,image_width,image_height,per_image_seed,generator_configuration_hash,object_bank_identity,active_real_split_identity,jpeg_quality,generation_status
datasets/processed/aquarium/synthetic/v1/images/synthetic-000109-b97415b66799.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000109-b97415b66799.txt,aeb979c528199cda2f7b62dc7e32f7fbc4b6810ed067d545af0bf805f0e90bf1,035462989eb2abc36ccf52333f878d2bcfba56e3be72c82a8fdf2e58657233ee,datasets/raw/aquarium/export/valid/images/IMG_2424_jpeg_jpg.rf.16ecdfc5f663a44f0398b2dc270dc081.jpg,1303cd8f8f36be0af7c54e1aa442e45d302c59253d2361ea3ab7f175895f2c56,reviewed-scene-large-blue-shark-ray,2,19,0;1;4,21,768,1024,5185939293806643854,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,92,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000110-4213196eb343.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000110-4213196eb343.txt,daaa79aacb5b9492624b8b31ed4d744c82c0d9f498862c67ed98449577f2bbe5,5947c5ec0cb06fed25fe64b938af04fd5226b3d25d5562bdc5e9046dca336ede,datasets/raw/aquarium/export/test/images/IMG_8582_MOV-5_jpg.rf.9d7a26fbf145ce39ab0831b4e6bc1f1e.jpg,41e9e56bdf5f5c243c2d37905cd72b736e96a3a989fc89d9b25402f934d7d88e,source-0025,3,7,0;6,10,576,1024,1035581034907250225,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,95,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000111-fdb1557e95a7.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000111-fdb1557e95a7.txt,f4bbb3d6b3ce6b4ca05177787b80c1954ed0595a5260a2948c35746fc072ae30,b9681ab29c2c305e70ebc669141805ea27c24c213a2ae4a8ebad804248c82921,datasets/raw/aquarium/export/train/images/IMG_2538_jpeg_jpg.rf.7116cb3e914a23960371143381cd5e15.jpg,8ea8885b3f2bd7d1c5346adbb65792bda81f89b2fa2f544d7a46072bfe776e0a,reviewed-scene-dark-rock-starfish,2,2,0;5,4,768,1024,12355760476377157730,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,94,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000112-4cdf114dc48f.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000112-4cdf114dc48f.txt,a3b306ed2bd91396954fdebf0682837fa8a2c0d5042ed8f53d2f4b4f6c8fa114,74b53d3ff0705efd7ac6121eb06146422e87877f9c6fbe9d5ec5b5decd3aee40,datasets/raw/aquarium/export/train/images/IMG_2601_jpeg_jpg.rf.6db2e040b561c055befb49ca877632b3.jpg,bd114aba25df0c4a7b8e863b1e79e9afa11409a6753a661ef2193fab1291e26e,reviewed-scene-large-blue-shark-ray,2,28,0;4;6,30,768,1024,8140465870592708554,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,93,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000113-dbf67368ee37.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000113-dbf67368ee37.txt,c3fa6fe57f32f35927c861aebd152351354aa86536d186c625ff49f3c99b5e10,1142271f2a16d1e957440dc673c55fa0323faa48cec3669fbbaee8e61126c61e,datasets/raw/aquarium/export/train/images/IMG_2417_jpeg_jpg.rf.3126d833b440a93a98942375d5de1a91.jpg,cdb87a1a3aa94e9eb4cfd92c0fbeb6baad1b0006d726b15ff4345f298db11972,reviewed-scene-large-blue-shark-ray,1,4,0;1,5,768,1024,16999031385197498949,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,90,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000114-5f76cd3cfc65.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000114-5f76cd3cfc65.txt,7717857d4e3b24967984dff9c65e9b6c5705489dc06f2fa07fda8f0706d05ac3,a88f941793cbe4ae76ebb6817bbf3d6565e1f8691cfba417240c78b0c92dc160,datasets/raw/aquarium/export/valid/images/IMG_2535_jpeg_jpg.rf.df0a31234ee5ec2f7e6a2ef197291e84.jpg,38393cf9a2792b94f4f4a1e0c5dee476e8579b4f334ac7b52025675ef09bad75,reviewed-scene-dark-rock-starfish,2,1,0;1;5,3,768,1024,7055360392291985247,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,89,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000115-80d69a5ab7ca.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000115-80d69a5ab7ca.txt,ced7015c2ce394c2b5cb18da465b6b77412b7c6110f260e716f4564653513f33,28850de33d65f9117e9176069d55c60f3786cb1448afabdcccd2ce21e596c351,datasets/raw/aquarium/export/valid/images/IMG_2555_jpeg_jpg.rf.793e6e95249f917b19ec56232ae76454.jpg,fca3842f0a607e96e4dee491d87b31f689e51e76dfabcb1739c3cb85afdc8212,reviewed-scene-small-planted-ray,1,2,1;4;6,3,768,1024,11642407869297639905,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,95,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000116-d012046027b5.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000116-d012046027b5.txt,e43e948f19afbb79025f3572bf1160bd2f45472570be35e301b98510dcabdb8a,036567119e972577e6eb711741ddb5b619fa69a38a33530fa68969b081cc5e75,datasets/raw/aquarium/export/train/images/IMG_2498_jpeg_jpg.rf.fb8d5cb2ea8c29c710ef2240cf19918f.jpg,ccd5b7384edfeab842d79f29feb033fdadf47d849caf6ae10089e2905440b51f,reviewed-scene-large-blue-shark-ray,1,3,0;4,4,768,1024,8486898618792116003,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,88,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000117-d9d8958bd224.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000117-d9d8958bd224.txt,00ad9d1747863c2b7b02dee979c5e2562f1ef5850df63166033603591e0f4ccd,e0eb6d72e9237d0cc4e18422da46a0f4515794b6aeee88c2c025aecd3e7764eb,datasets/raw/aquarium/export/test/images/IMG_2470_jpeg_jpg.rf.75b359c8baa6866bfecf07a0e4e8c33d.jpg,ee950af45734e7ed2fed5ac16209898c14e26a17e0d93523ade6a07d52f750fb,reviewed-scene-orange-jellyfish,1,17,1;2,18,768,1024,16498478727859406762,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,89,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000118-18f7be99f75b.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000118-18f7be99f75b.txt,1eaf5f067fd8ca6cf38448668dcc98b123c997eac3618b19bd146beeddab5e73,92c9e4dc53fa39f747ce4aa291a9ca2151a4be3cc8c47fecb0df8af686220edf,datasets/raw/aquarium/export/train/images/IMG_8496_MOV-5_jpg.rf.eacca955182a03a262de9b2c4012ecc4.jpg,94e6b393bb022fb5184bf9bd8d9bcb1cdd2b84acfae2a1edff46cd0ff3d98750,source-0053,1,3,0;4,4,576,1024,14510275051574323687,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,90,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000119-94e08f21dbd9.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000119-94e08f21dbd9.txt,f1ba6af8ac0c231c9829d636ad7e9d7f6e3961fbdadb9d0c879e2e994e88b1e0,3b67e0cfdcc407300c7de5b1b326f26eb7cb9f98a317cf7919a46215be05fde9,datasets/raw/aquarium/export/train/images/IMG_2506_jpeg_jpg.rf.5b0e0ae2d8038056ce3a19b260b9ed55.jpg,c7beb75ef77c18202277f17eb75fca0a9f3b48dbe82df61e58513af33db4dcc9,reviewed-scene-large-blue-shark-ray,1,23,0;4;6,24,768,1024,2993277341091436716,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,92,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000120-97bebdf4f244.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000120-97bebdf4f244.txt,8f4f3bb275fbefe1a0b1c5b1a6232489c2ecc7b510f6e573635bf70386eb132b,4b34d9e4748ebf83e9b11bda8f839897c6db04425ecbcbbaed1106d13b1371ee,datasets/raw/aquarium/export/train/images/IMG_8516_jpg.rf.3538c4a9f231f528222981653f2c2b25.jpg,9de48730e3fbaaaa93bc89afcf6ddd6613993d39e0675fe7e78f179cabcdb47a,source-0024,1,7,0;1,8,1024,768,12726723248421990459,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,95,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000121-ea6a15f066fc.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000121-ea6a15f066fc.txt,881d49b752f3c850e3004a0135590c8db009f50e086996923134ea1637af4fb5,60e82023ffd20d8a26bbf645bb60bc91a05a5ee9b52b75c4440a0473e3de9161,datasets/raw/aquarium/export/train/images/IMG_8517_MOV-2_jpg.rf.448400031963649dfefa9534b568bf93.jpg,4f2331dfdef5669b6aaa00a956e69495ef6f1f3d72aa978b687c82924c3074bc,source-0058,3,7,0,10,1024,576,16651374448090273635,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,93,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000122-d5116c83132e.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000122-d5116c83132e.txt,b0acada957cf3726e3747441da554374931e2d79cd53940d22730e5838beaa39,b5c579e5c7875d2dee12a76db90c93542b79d7373fcac7545342ab634a9d45b0,datasets/raw/aquarium/export/train/images/IMG_2552_jpeg_jpg.rf.2bfc6840f21295db87e9e56956f16e76.jpg,d99cb833d0b7ec1dd4faeb2fdddc0281bc5667c2a2eac28d5b2abb9ab9a53031,reviewed-scene-small-planted-ray,1,1,4;6,2,768,1024,3600283121944420495,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,92,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000123-ff6e05fbeb7b.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000123-ff6e05fbeb7b.txt,5eb97f149f18b70f21c8e2344a48e02364af96732278e0bd1439527860c1922c,309ffdaadd869cc072babbbf5ae123b53e537f2f51f5fbf6843652ef51268dc1,datasets/raw/aquarium/export/valid/images/IMG_2334_jpeg_jpg.rf.b545bdad952bf47fbadb8ee504e52c36.jpg,36e8143406a726c4f7f7bed59e87221e0196d2b05224ee68956cbb969e2036a3,penguin-capture-2282-2354,3,1,0;2;6,4,768,1024,6095158785604811822,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,88,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000124-108ae6c2918f.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000124-108ae6c2918f.txt,0f8493b5a789b2d56a7646a7bf2dd27fc09b508629d67e269a8cac47c703a7e3,5d722c55701bfce62b0b4934a36b9c8af9d1835f0aaccdaed8364ddd55da1223,datasets/raw/aquarium/export/train/images/IMG_2422_jpeg_jpg.rf.47bfe242cb40465122daa7d1189c8909.jpg,144d77836da776ec57b9c3c93b3ef7546567cb1334e8d750e25d84b527852ce9,reviewed-scene-large-blue-shark-ray,1,15,0;4,16,768,1024,18419476320007245376,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,96,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000125-797d4fd8804d.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000125-797d4fd8804d.txt,b3addff79aeff9b1a60e8161b3a59776525b20c4030f76a7e4c6e38359ecb007,6f214324742e85a6eabe63ac9c9c083b4347a77266f652dbbde1fa72c46f075a,datasets/raw/aquarium/export/train/images/IMG_2608_jpeg_jpg.rf.9ba9cc2485112df87a73dee448aad2bc.jpg,6e2d7439360389ecd9af51d6c914645c169527e4c9e29cbb9d4c8d06f8522336,reviewed-scene-purple-starfish,1,1,2;5,2,768,1024,18027686438736451698,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,96,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000126-0d580c8cf489.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000126-0d580c8cf489.txt,1c76bb429ded1f0977018b6da82db04652d431877f85ba35c5bf7c562cbf086f,73340ed20dda3fcbe127f668891c9a867111c4e43021a0c41a48de09689a6e2d,datasets/raw/aquarium/export/valid/images/IMG_2567_jpeg_jpg.rf.b765b883d04f214807d468c5077f31ba.jpg,d32d260116c598d0c3fccb5a84f269894704d84373a517a345492bc6b8f2398a,reviewed-scene-large-blue-shark-ray,3,2,0;6,5,768,1024,2290521496220485390,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,88,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000127-f4d5af1ef531.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000127-f4d5af1ef531.txt,199f54dc7d415fe7182de5ba1c53a3ec59fc2dcbd6c10511888b625e9231f521,f18d31dedfc8e706a72ba5201f948863f558c3710a355bfcddf175df4cea3194,datasets/raw/aquarium/export/valid/images/IMG_2599_jpeg_jpg.rf.88b1e110db566b217338891ffdb87ac3.jpg,d00124dd8c13535afe569e93191f7c1b981ade03c06be498de34885c060e310e,reviewed-scene-large-blue-shark-ray,1,4,0;2;4;6,5,768,1024,5719974437602573210,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,90,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000128-fc5ea269a2d1.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000128-fc5ea269a2d1.txt,b93b754b9f75aa1f2fa3cfc70c4d42aac8f1425d153418e5e1c3ab677c3e6cb2,112678552484760d1a0b6feae32770215f9eb13320b15be207674c835bac9e15,datasets/raw/aquarium/export/train/images/IMG_2440_jpeg_jpg.rf.fbf8154be50fdc05cf5c49e452c8889a.jpg,9758ca5d280c962b0ead94e576ec373230bae1b190f421b648ce9381fa718115,reviewed-scene-large-blue-shark-ray,3,16,0;4,19,768,1024,7429142024687732741,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,88,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000129-40050b19e0f7.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000129-40050b19e0f7.txt,c63003d1430112c90a727ffc5085223a455128582ef8e3f033f9980d70b6a763,38898cfcde574341d40b5804ef595fee17fc7808ce387b89ea10a3ed3a1c6650,datasets/raw/aquarium/export/test/images/IMG_2574_jpeg_jpg.rf.ca0c3ad32384309a61e92d9a8bef87b9.jpg,41c2b96beca24b23499c62f0b0a47cff1dcd7ccd10e0c14dbb98189044473812,reviewed-scene-orange-jellyfish,3,13,0;1;4,16,768,1024,13196305428505452630,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,93,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000130-e750e28f7ba5.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000130-e750e28f7ba5.txt,f9d64898cc5fa46dbb9586ab3948bcfa475e6c0dbc41824278a00ac3ad215d96,57c82fac8dfd497667462f7b0650c1450766c0f6a5ec7f7a319304a309665dbb,datasets/raw/aquarium/export/train/images/IMG_2603_jpeg_jpg.rf.6d8a5a94a16c04784eae01d5d07f8cbe.jpg,c509bc5f6d67d4c625dada563e8f697d3e7a75c9b784e1dfe138623847cc338d,reviewed-scene-large-blue-shark-ray,2,33,0;1;4;6,35,768,1024,10976743002553906407,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,90,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000131-2cb019311950.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000131-2cb019311950.txt,8bc2145773df6cdfaacf5578a47f593438a98d29fdd3c82a19b1b3236f85d564,7742bde469073d24330cbf0e6abfd978e447f4e0dc72f3c18520e1b7905c16a1,datasets/raw/aquarium/export/train/images/IMG_8469_jpg.rf.7faf777e50196eee1e90df69e03fd778.jpg,31550b5f326c9b119f367cd1e8d29dd7ab0b931712dc019dc741835e2872f3a3,source-0049,3,4,0;4,7,1024,768,15304009240959716195,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,88,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000132-69eb829e1f01.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000132-69eb829e1f01.txt,b0b90cb32d0c52c7e3328de3d84b9fb6218eb1530090e3082e37534b8ad3d65f,b5673bae0f364576e952499a6ea6e7aae94f020d271d87d70030ff67cd70c093,datasets/raw/aquarium/export/train/images/IMG_2551_jpeg_jpg.rf.23441fda11b9de7fa39fb0a2ea3e7f4a.jpg,145d7cbce65e7c8858425e9271dd64db92ef078066808f2886e545398208b0b2,reviewed-scene-small-planted-ray,1,1,0;6,2,768,1024,13596759552823034350,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,94,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000133-5f28f6b60579.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000133-5f28f6b60579.txt,dab0df4b3cd9515f60e0da6b1fceb398d5e71c1dc84f95617b4bee33d851f39c,e58025db1d397f5afc92e588b68092a3f7f22d29ac23ff78b3aa962efb0f503a,datasets/raw/aquarium/export/train/images/IMG_2561_jpeg_jpg.rf.f50a9915e352436894ae2749e4df115a.jpg,3fb0dfc6388f2ab48019ed13bfa062cbe03aca1211209f9afdba1f4238587419,reviewed-scene-large-blue-shark-ray,3,18,0;2;4,21,768,1024,15622844908313202806,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,92,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000134-0c8e4358f6d0.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000134-0c8e4358f6d0.txt,ecfcdbe197dc6616fc7f68fd80b35e9360db4325ea10ec7b9fd4956c2c863bfb,1ae78307c0ea3c11542d95d9306a01a41fa52e62dbf2d3be4e78f8b530bf5d60,datasets/raw/aquarium/export/train/images/IMG_2406_jpeg_jpg.rf.1188b08782ffbc29af95b22721ca6015.jpg,9a982c4edd0dc2b462139741a207df22e6fea9e033fb473db548719381411d29,reviewed-scene-tropical-coral,1,1,0,2,768,1024,12830588415646708877,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,92,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000135-8557142c8c5c.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000135-8557142c8c5c.txt,6ecfa294b5cd41c63040032c66bd5da14066e297eac4a8d735fc655f6df82c58,d9a774189a11036f9c3370f74e346ab0b1a7d707cb2b2e1d329b5b13b78961b0,datasets/raw/aquarium/export/valid/images/IMG_8571_MOV-3_jpg.rf.dcfbae1a6996c6208f63e848e7947ec4.jpg,f6d39b3e05cc859b2393bcea764efc3e0af797e753401d01ec3acc98cc554601,source-0072,2,4,0;1;4,6,576,1024,754454072848983480,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,94,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000136-0329766fb8e4.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000136-0329766fb8e4.txt,0ac67406f68afa63a34811b3bd3ecbc761e55f7809885bfc4e38f06ffd539feb,85f11781bad64c6d9bbe477345ee55b6291fc07c4959d14e76fd2b282194157e,datasets/raw/aquarium/export/train/images/IMG_8512_MOV-3_jpg.rf.3a2cf34e48d682a67a2e380ba574f417.jpg,9ffae620de89cdb353689696dc5b4eb697058e3b1660b9092a4064d0072b4be2,source-0057,1,8,0,9,1024,576,8624740538274428772,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,91,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000137-a902d567d93f.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000137-a902d567d93f.txt,9d104fb960388eaff8d56f0746b68337b211ca118566b8849165e77350d72e54,2066309aa75453c86db6e3ff5c6ca86330e2108d38ee53df1c161b8f155e7235,datasets/raw/aquarium/export/train/images/IMG_2327_jpeg_jpg.rf.23ca4add8919548516415c9fe02eedf6.jpg,6ca2b1bdf820c0b5e42dda3cd61cf144aa9bfb4633b90c3d9d741103e2156633,penguin-capture-2282-2354,3,2,0;2,5,768,1024,11421165012404493010,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,93,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000138-ef09daca4cba.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000138-ef09daca4cba.txt,f8ab795ec1f473454a2743066c00cfbea862d49bdeddeeee3222cd204c57bb53,f96e3b25edbbf154712145e73e7bac166aebefa273619b47f6e5e7ec466f8709,datasets/raw/aquarium/export/train/images/IMG_2336_jpeg_jpg.rf.46f0754f98f042408a12adc0bfd57650.jpg,0ff077da1e69167d2aa6e6f80035b804e037e77b2561a44764f4a560c6826a4b,penguin-capture-2282-2354,1,13,0;2,14,768,1024,9406013848478995132,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,93,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000139-d9a1eb0ccbf5.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000139-d9a1eb0ccbf5.txt,f35845fef24972d979507a542fdd5792583d45e3b3a2fca6dba772192bf6fa00,7865e95814fc80aeabd0f97d081f212e78ca87a88ffe8c972cc6389891abd272,datasets/raw/aquarium/export/train/images/IMG_8383_jpg.rf.178ef0bbd25f288422fd08dff1524c3d.jpg,15717770f7988e746bfef0205f665fdd342926052aa89ca5f4ac8bdb2422c8c9,reviewed-scene-freshwater-root-rock,2,5,0,7,1024,768,14050808558811838782,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,91,accepted
